Date,Open,High,Low,Close,Adj Close,Volume
2022-10-03,0.985650,0.993140,0.983510,0.985650,0.985650,0
2022-10-04,0.992560,0.994080,0.979480,0.992560,0.992560,0
2022-10-05,0.978690,0.988830,0.978440,0.978690,0.978690,0
2022-10-06,0.981320,0.991330,0.977900,0.981320,0.981320,0
2022-10-07,0.989970,0.994920,0.987900,0.989970,0.989970,0
2022-10-10,0.994560,1.000820,0.993200,0.994560,0.994560,0
2022-10-11,0.999510,1.001990,0.994040,0.999510,0.999510,0
2022-10-12,0.997600,1.000290,0.993270,0.997600,0.997600,0
2022-10-13,0.997390,1.006890,0.996300,0.997390,0.997390,0
2022-10-14,1.001410,1.005720,0.996500,1.001410,1.001410,0
2022-10-17,1.003670,1.004360,0.994400,1.003670,1.003670,0
2022-10-18,0.995500,0.997860,0.992000,0.995500,0.995500,0
2022-10-19,0.993680,1.004610,0.993300,0.993680,0.993680,0
2022-10-20,1.004810,1.006800,0.999530,1.004810,1.004810,0
2022-10-21,1.003810,1.014730,0.997900,1.003810,1.003810,0
2022-10-24,0.997880,1.003020,0.996510,0.997880,0.997880,0
2022-10-25,0.999400,1.003050,0.994130,0.999400,0.999400,0
2022-10-26,0.994670,0.996010,0.985400,0.994670,0.994670,0
2022-10-27,0.985010,0.992300,0.984140,0.985010,0.985010,0
2022-10-28,0.990440,0.997850,0.988190,0.990440,0.990440,0
2022-10-31,0.996410,1.003220,0.995990,0.996410,0.996410,0
2022-11-01,1.001410,1.001660,0.991500,1.001410,1.001410,0
2022-11-02,0.999700,1.000090,0.994340,0.999700,0.999700,0
2022-11-03,1.003280,1.014570,1.000590,1.003280,1.003280,0
2022-11-04,1.013420,1.013480,0.994340,1.013420,1.013420,0
2022-11-07,0.996740,0.997590,0.987660,0.996740,0.996740,0
2022-11-08,0.988880,0.992500,0.983680,0.988880,0.988880,0
2022-11-09,0.984450,0.987310,0.980480,0.984450,0.984450,0
2022-11-10,0.983500,0.989730,0.966330,0.983500,0.983500,0
2022-11-11,0.964910,0.968060,0.944630,0.964910,0.964910,0
2022-11-14,0.944050,0.948700,0.942000,0.944050,0.944050,0
2022-11-15,0.943200,0.945670,0.936450,0.943200,0.943200,0
2022-11-16,0.942910,0.946600,0.938640,0.942910,0.942910,0
