Date,MACD,SIGNAL
2022-10-28,0.0,0.0
2022-10-31,-7.493589743590157e-05,-4.163105413105642e-05
2022-11-01,1.8323273276554808e-05,-1.705960847219936e-05
2022-11-02,-2.744390903208771e-05,-2.0577325464031457e-05
2022-11-03,3.143056201482253e-05,-5.106154748046815e-06
2022-11-04,0.0005331769072248749,0.000140798483005911
2022-11-07,0.0010025117702808783,0.00035887512759656166
2022-11-08,0.0009990913627261344,0.000512731128167168
2022-11-09,0.001117462567192029,0.0006524270906700503
2022-11-10,0.0016369110590677138,0.0008730086488070627
2022-11-11,0.0014570934900238752,0.001000803074641856
2022-11-14,0.0015246113224147706,0.001113295118593778
2022-11-15,0.0017081076029118458,0.0012391781058698527
2022-11-16,0.0014627848771956442,0.0012859568092677416
2022-11-17,0.001283440994249041,0.0012854352971889732
2022-11-18,0.0011991521366645497,0.0012676788659779293
2022-11-21,0.0008569794082914362,0.0011836467391656356
2022-11-22,0.0004009348498579257,0.0010242326116835909
2022-11-23,8.6638863383115e-05,0.0008339719164355848
2022-11-24,-0.0004297718282543217,0.0005782751848930731
2022-11-25,-0.0010518633111361586,0.00024921241735878107
2022-11-28,-0.0014672988059932779,-9.664178086420564e-05
2022-11-29,-0.0014446326098648266,-0.0003678408232492617
2022-11-30,-0.0014567248578769565,-0.0005866509316970475
2022-12-01,-0.0015247607765047633,-0.0007749844044018736
2022-12-02,-0.001859678830162137,-0.0009925809347133064
2022-12-05,-0.0021967138214984416,-0.0012339912062911947
2022-12-06,-0.002183640216044891,-0.001424289097897263
2022-12-07,-0.0020233357403617314,-0.0015442841096771527
2022-12-08,-0.002011252994822521,-0.0016377936459051783
2022-12-09,-0.0018285820994146107,-0.001675989163615621
2022-12-12,-0.0019422107351445561,-0.001729275695861774
2022-12-13,-0.002009328250374476,-0.0017853217301588228
2022-12-14,-0.001963413626877686,-0.0018209581793290673
2022-12-15,-0.0019393056076182358,-0.0018446372703673707
2022-12-16,-0.0009235228513894134,-0.0016603545834207472
2022-12-19,-0.0002775519773802193,-0.001383722244351386
2022-12-20,0.0004191911277010574,-0.0010230646642920994
2022-12-21,0.0008515577669031549,-0.0006480778726853669
2022-12-22,0.0017027138486919169,-0.00017785702533846073
2022-12-23,0.0025035021644663757,0.00035847184489044696
2022-12-26,0.0030071630621228973,0.0008882551573168139
2022-12-27,0.003453362188077347,0.0014013114802729084
2022-12-28,0.004085417870698271,0.001938161987279774
2022-12-29,0.004475467842165459,0.0024456452622709894
2022-12-30,0.004765392303003324,0.0029096108372581885
2023-01-02,0.004943356619598105,0.0033163713325538753
2023-01-03,0.0051017802039241555,0.0036734610701951833
2023-01-04,0.004838062669084486,0.003906385545484544
2023-01-05,0.004465167037944084,0.004018143439038409
2023-01-06,0.004417296491306066,0.004097974961006785
2023-01-09,0.0040313323792879885,0.004084646322914111
2023-01-10,0.00377796396752228,0.004023309403615704
2023-01-11,0.0037588161920167895,0.003970410452048305
2023-01-12,0.0038433308428295065,0.003944994411338673
2023-01-13,0.004144516162300271,0.00398489891083145
2023-01-16,0.004052421674569318,0.003998403504000369
2023-01-17,0.004077649863062138,0.00401425281376428
