Date,MACD,SIGNAL
2022-10-28,0.0,0.0
2022-10-31,0.0002241346153846191,0.00012451923076923282
2022-11-01,6.604161141487985e-05,0.00010055299332892422
2022-11-02,-6.208205833857505e-07,6.62800211364073e-05
2022-11-03,-0.00028951223322493114,-3.9560130684552475e-05
2022-11-04,-0.0008870495616493113,-0.00026927688597684765
2022-11-07,-0.001374573400327428,-0.0005489979471311506
2022-11-08,-0.0012256512133921316,-0.0007116104514811567
2022-11-09,-0.0011907004631916962,-0.0008222826209640956
2022-11-10,-0.0021447747123095606,-0.0011185976199860252
2022-11-11,-0.0022319455632819896,-0.0013621917883802044
2022-11-14,-0.0030762706653351124,-0.001730304045457656
2022-11-15,-0.003967238036035603,-0.0022037169957527026
2022-11-16,-0.0039027869553383,-0.002559163699000862
2022-11-17,-0.0035076772113493693,-0.0027557843765498038
2022-11-18,-0.0028678123032421787,-0.002778838888715778
2022-11-21,-0.002162915059555459,-0.002652816347536232
2022-11-22,-0.001561847887430634,-0.0024306199205316697
2022-11-23,-0.0012265427772235604,-0.002186283229045309
2022-11-24,-0.0006554137958443285,-0.0018765382256515407
2022-11-25,0.00023631700914750198,-0.0014500333656928062
2022-11-28,0.0008863259832347925,-0.0009792880082542643
2022-11-29,0.000882625212558219,-0.0006046941522539366
2022-11-30,0.0012343791480495803,-0.00023513429511044478
2022-12-01,0.0014774152323318024,0.00010867448321904426
2022-12-02,0.002218748335596654,0.0005319685816066443
2022-12-05,0.003026309224743784,0.0010320458228114603
2022-12-06,0.0034369488949341775,0.001513958592099354
2022-12-07,0.0032819711599250123,0.0018681091270734591
2022-12-08,0.0035209067226418256,0.0021990783662600936
2022-12-09,0.003424644628239548,0.002444434607708126
2022-12-12,0.0032546062452116775,0.0026065974138204007
2022-12-13,0.0033677200487680636,0.0027589184857590683
2022-12-14,0.0033942177424539643,0.002886042796781716
2022-12-15,0.0033788144413273713,0.0029846371202999307
2022-12-16,0.0020509610114343158,0.0027978412798108226
2022-12-19,0.0014092039351891739,0.0025200416899896164
2022-12-20,0.0002833600455491858,0.0020726124336806523
2022-12-21,-0.0005735882789223989,0.0015432843414451478
2022-12-22,-0.002007001729401825,0.0008331327319356921
2022-12-23,-0.0029634991844522673,7.372559463993292e-05
2022-12-26,-0.0032986095584193187,-0.000600798818162851
2022-12-27,-0.003508530468770088,-0.001182384728970358
2022-12-28,-0.004269467785517955,-0.0017998349574679107
2022-12-29,-0.004948107143092795,-0.002429516821106163
2022-12-30,-0.005682962330584296,-0.0030802285969979016
2023-01-02,-0.005749251424397306,-0.0036140480431920965
2023-01-03,-0.006020638532695299,-0.004095376875084373
2023-01-04,-0.005710755339117579,-0.004418458331856811
2023-01-05,-0.0053722653425298805,-0.004609222456667995
2023-01-06,-0.005496813566623571,-0.004786742705582036
2023-01-09,-0.004902635324508964,-0.004809921441090921
2023-01-10,-0.004455022028878375,-0.004738941039958549
2023-01-11,-0.004121124293503753,-0.004615376968311218
2023-01-12,-0.0029759608882797828,-0.004287492218851816
2023-01-13,-0.001969314026524005,-0.003823854845712897
2023-01-16,-0.0011369924738060533,-0.003286480762887416
2023-01-17,-0.0007355991383524163,-0.0027763032163478922
2023-01-18,-0.0001884585708964437,-0.0022587332957906088
2023-01-19,0.0001118910020081465,-0.001784607709635511
2023-01-20,0.0006464604251514849,-0.001298393486581209
2023-01-23,0.0015778385930798056,-0.0007231465064484097
2023-01-24,0.0022704683896330735,-0.00012442305745111315
2023-01-25,0.002467861004972649,0.00039403408047445916
2023-01-26,0.0026863055742183395,0.0008524886094444927
2023-01-27,0.0031472115868795836,0.0013114333893054677
2023-01-30,0.0034462134724055904,0.0017383895431439097
2023-01-31,0.0037149741386159896,0.002133706563878319
2023-02-01,0.0026865155376558647,0.002244268381375075
2023-02-02,0.0015443359719751193,0.0021042818764602407
2023-02-03,1.2129850068154369e-05,0.0016858514160994853
2023-02-06,-0.0012130353871206978,0.0011060739943977596
2023-02-07,-0.0021431474921733695,0.00045622964233425555
2023-02-08,-0.0032561491569231826,-0.0002862461675600024
2023-02-09,-0.004030549603897926,-0.0010351068952060773
2023-02-10,-0.004142590569074622,-0.0016566036567886174
2023-02-13,-0.004487910463588873,-0.0022228650376896306
2023-02-14,-0.004452604291794504,-0.0026688129008218815
2023-02-15,-0.003949106981158135,-0.002924871722544342
2023-02-16,-0.00433602495577512,-0.003207102374177081
2023-02-17,-0.004764909252892746,-0.0035186637543240646
2023-02-20,-0.0047384095322779984,-0.0037626129126733846
2023-02-21,-0.00479983252788263,-0.003970056837591825
2023-02-22,-0.003860463791573787,-0.003948138228229593
2023-02-23,-0.0031984051490827614,-0.0037981916115320947
2023-02-24,-0.002616161419396912,-0.0035617855720101003
2023-02-27,-0.0020154352016035215,-0.003252515496782832
2023-02-28,-0.0011305510321446555,-0.0028281226025971785
2023-03-01,-1.9545662113262807e-05,-0.0022664072131683313
2023-03-02,0.0005673828270744696,-0.0016996492040445533
2023-03-03,0.0006812130137734407,-0.0012234767597582628
