Date,MACD,SIGNAL
2022-10-28,0.0,0.0
2022-10-31,-5.0032051282067336e-05,-2.7795584045592963e-05
2022-11-01,0.00023425476093175135,7.960209832217108e-05
2022-11-02,0.00029932350376182804,0.00015403346872855893
2022-11-03,0.0006483094755949104,0.00030106940604006274
2022-11-04,0.0015625787232329547,0.0006430085695605577
2022-11-07,0.0015480212732754683,0.0008720431413288393
2022-11-08,0.0008342158648602105,0.0008629525354513362
2022-11-09,0.00019773449095539242,0.0007092838670090367
2022-11-10,0.00046706115239381063,0.0006550119179259395
2022-11-11,-0.00065704660311805,0.00036794101054003124
2022-11-14,-0.001884229301884588,-0.00011573072019285173
2022-11-15,-0.0025793764396969676,-0.0006371237489835084
2022-11-16,-0.0035972550124244718,-0.0012563854178959072
2022-11-17,-0.0044649711838400385,-0.00192150436355203
2022-11-18,-0.004830735315536128,-0.0025202024056957617
2022-11-21,-0.005164837686993384,-0.003061314216707477
2022-11-22,-0.005093752996784051,-0.00347525893789109
2022-11-23,-0.0052825156821983965,-0.0038419955178723812
2022-11-24,-0.006176455563241756,-0.004314333209770513
2022-11-25,-0.006973725236841144,-0.0048511629960237175
2022-11-28,-0.0072382387669128745,-0.005332127038441202
2022-11-29,-0.006912577373676787,-0.0056500940514444
2022-11-30,-0.006513430626085781,-0.005823580633593445
2022-12-01,-0.006755756813937586,-0.006010722873053598
2022-12-02,-0.007727201308340481,-0.006355059252961733
2022-12-05,-0.008572422684559045,-0.006799606789270574
2022-12-06,-0.008631734447979822,-0.007166742464688124
2022-12-07,-0.008287986343104348,-0.007391338786345438
2022-12-08,-0.008312593532628476,-0.007575818109943148
2022-12-09,-0.008351058825461166,-0.0077310199575117726
2022-12-12,-0.008299965347820737,-0.00784489926005245
2022-12-13,-0.008320395071784836,-0.007940058736882888
2022-12-14,-0.008661821955000537,-0.0080844846131259
2022-12-15,-0.009135117214763677,-0.00829469640548698
2022-12-16,-0.008256360299619625,-0.008287026695350268
2022-12-19,-0.007326581624753636,-0.008094887799121576
2022-12-20,-0.006479169611734448,-0.007771677033394409
2022-12-21,-0.005925775770880604,-0.007402435430107111
2022-12-22,-0.004844572026564076,-0.006890794740685686
2022-12-23,-0.0037451389770696286,-0.006261596680148319
2022-12-26,-0.002947792502684954,-0.005598779458402384
2022-12-27,-0.002417461152983802,-0.004962472492510579
2022-12-28,-0.0016723710346731036,-0.004304416372960055
2022-12-29,-0.0010759821727690522,-0.0036587014080685294
